protocol,target,method,model,candidate_1,candidate_2,weight_1,n_train,n_test,r2,r2_log1p,rmse,mae,mape
temporal_2022_2026,A,strict_validation_exploratory_blend,blend_w0.65,temporal_calibration::temporal_validation_calibration::external:HistGBR:QuantileMapped,spatial_quantile::grid_spatial_quantile::Grid6_Q96,0.65,,34,0.8275460641054436,0.18477502771874998,7.975612530348598,5.976113325940737,66.35366193286649
temporal_2022_2026,B,strict_validation_exploratory_blend,blend_w0.75,temporal_calibration::temporal_validation_calibration::local_analog:LightGBM:QuantileMapped,spatial_quantile::grid_spatial_quantile::Grid10_Q75,0.75,,34,0.7161973085158159,0.3793733073967268,1.0956172314881958,0.6467295749638174,249.50270128993986
temporal_2022_2026,C,strict_validation_exploratory_blend,blend_w0.50,spatial_quantile::knn_spatial_quantile::KNN12_Q15,temporal_calibration::temporal_validation_calibration::local_analog:ElasticNet:QuantileMapped,0.5,,34,0.20555692281166393,0.061522744603202506,30.322326290639918,19.09889666841656,48.732255303473785
temporal_2022_2026,D,strict_validation_exploratory_blend,blend_w0.70,temporal_calibration::temporal_validation_calibration::causal_history:HistGBR:MeanStdMappedClipped,multi_evidence::multi_evidence_fusion::Top5Median,0.7000000000000001,,34,0.672769890796596,0.136852464157999,28.829609892889955,16.147180690191078,38.255141473946466
temporal_2022_2026,E,strict_validation_exploratory_blend,blend_w0.60,spatial_quantile::grid_spatial_quantile::Grid10_Q75,temporal_calibration::temporal_validation_calibration::spatial_distribution:HistGBR:MeanStdMapped,0.6000000000000001,,34,0.6201477528476196,0.38824192088743004,14.997957810306234,8.74257686117501,26.212132372141784
temporal_2022_2026,F,strict_validation_exploratory_blend,blend_w0.65,temporal_calibration::temporal_validation_calibration::local_analog:AnalogSameOrNearestMax:MeanStdMapped,spatial_quantile::knn_spatial_quantile::KNN80_Q85,0.65,,34,0.47974573014566124,-0.001760748666453038,58.02234841750404,36.84715278680788,28.410914774945027
temporal_2022_2026,G,strict_validation_exploratory_blend,blend_w0.70,spatial_quantile::knn_spatial_quantile::KNN20_Q50,temporal_calibration::temporal_validation_calibration::external:NGBoost:RatioScaled,0.7000000000000001,,34,0.5241563285583248,0.13748828982558015,18.927691570626383,14.352622830348198,30.45803908585205
temporal_2022_2026,H,strict_validation_exploratory_blend,blend_w0.75,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_Ridge:QuantileMapped,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:QuantileMapped,0.75,,34,0.35091670847356904,0.2878177396960475,0.18997492707481475,0.1116913365660524,181.40378011083777
