document,reference,source_type,status,is_dir,size_bytes
docs/复现.md,tables/publication_aligned_future_prediction_summary.csv,inline_code,ok,False,2026
docs/复现.md,tables/publication_model_cards.csv,inline_code,ok,False,4902
docs/复现.md,tables/publication_model_cards.json,inline_code,ok,False,10174
docs/复现.md,tables/publication_yearwise_error_metrics.csv,inline_code,ok,False,5709
docs/复现.md,tables/publication_yearwise_error_summary.csv,inline_code,ok,False,933
docs/复现.md,tables/quantile_risk_gate_best_metrics.csv,inline_code,ok,False,3109
docs/复现.md,tables/quantile_risk_gate_metrics.csv,inline_code,ok,False,27523
docs/复现.md,tables/random_fivefold_cv_best_metrics.csv,inline_code,ok,False,1217
docs/复现.md,tables/random_fivefold_cv_metrics.csv,inline_code,ok,False,26625
docs/复现.md,tables/reproducibility_snapshot_files.csv,inline_code,ok,False,2891
docs/复现.md,tables/reproducibility_snapshot_packages.csv,inline_code,ok,False,282
docs/复现.md,tables/reproducibility_snapshot_summary.json,inline_code,ok,False,542
docs/复现.md,tables/shap_importance.csv,inline_code,ok,False,4597
docs/复现.md,tables/spatial_baseline_residual_fixed_best_metrics.csv,inline_code,ok,False,1738
docs/复现.md,tables/spatial_baseline_residual_fixed_metrics.csv,inline_code,ok,False,25739
docs/复现.md,tables/spatial_block_cv_best_metrics.csv,inline_code,ok,False,1571
docs/复现.md,tables/spatial_block_cv_metrics.csv,inline_code,ok,False,39653
docs/复现.md,tables/spatial_quantile_yearwise_validated_best_metrics.csv,inline_code,ok,False,2426
docs/复现.md,tables/spatial_quantile_yearwise_validation_metrics.csv,inline_code,ok,False,440213
docs/复现.md,tables/submission_package_verification.csv,inline_code,ok,False,1066
docs/复现.md,tables/submission_package_verification_summary.json,inline_code,ok,False,110
docs/复现.md,tables/submission_readiness_audit.csv,inline_code,ok,False,2731
docs/复现.md,tables/submission_readiness_audit_summary.json,inline_code,ok,False,92
docs/复现.md,tables/target_distribution_shift_metrics.csv,inline_code,ok,False,1133
docs/复现.md,tables/temporal_sequence_best_metrics.csv,inline_code,ok,False,2825
docs/复现.md,tables/temporal_sequence_model_metrics.csv,inline_code,ok,False,27474
docs/复现.md,tables/temporal_sequence_vs_external_delta.csv,inline_code,ok,False,1950
docs/复现.md,tables/terrain_covariates_report.json,inline_code,ok,False,310
docs/复现.md,tables/training_fit_metrics.csv,inline_code,ok,False,23175
docs/复现.md,tables/unified_validation_best_by_target.csv,inline_code,ok,False,1405
docs/复现.md,tables/unified_validation_metrics.csv,inline_code,ok,False,39110
docs/复现.md,tables/unified_validation_summary.csv,inline_code,ok,False,396
docs/复现.md,tables/unified_vs_framework_future.csv,inline_code,ok,False,560
docs/复现.md,tables/validation_strategy_summary.csv,inline_code,ok,False,1236
docs/复现.md,tables/yearwise_validation_candidate_metrics.csv,inline_code,ok,False,203494
docs/复现.md,tables/yearwise_validation_selected_publication_metrics.csv,inline_code,ok,False,2401
