protocol,target,method,model,status,n_train,n_test,n_features,r2,r2_log1p,rmse,mae,mape
literature_2019_2020,H,local_analog_memory_ml,NGBoost,ok,815,100,64,-0.0773698169145196,-0.13193052616336276,0.37059814441112565,0.14158082923809895,91.39290520454749
temporal_2022_2026,A,local_analog_direct,AnalogIDW,ok,938,34,19,0.07962166358934097,0.15210352557087226,18.425135296550746,7.145728602616073,45.98342939612174
temporal_2022_2026,A,local_analog_direct,AnalogMedian,ok,938,34,19,0.07351633075081454,-0.07927488385958448,18.486145884267273,7.672044117647058,50.81704149082977
temporal_2022_2026,A,local_analog_direct,AnalogP90,ok,938,34,19,0.05545799355384973,-0.21178437904170044,18.665435623491508,9.3345,82.58035030688986
temporal_2022_2026,A,local_analog_direct,AnalogRecentMax,ok,938,34,19,-5.198044933526324,-1.3749392361990513,47.81397519092952,19.012676470588236,163.5484866381165
temporal_2022_2026,A,local_analog_direct,AnalogSameOrNearestMax,ok,938,34,19,0.050898780699889734,0.07339726212432518,18.710429519231184,7.4372058823529406,48.17791707131986
temporal_2022_2026,A,local_analog_memory_ml,ElasticNet,ok,938,34,64,0.13487185166146987,0.04083845108084594,17.863547660692518,7.904877255399157,61.07939121499313
temporal_2022_2026,A,local_analog_memory_ml,HistGBR,ok,938,34,64,0.19623702959149647,0.15710835686372915,17.218348305312162,7.178993333007403,49.0405531947255
temporal_2022_2026,A,local_analog_memory_ml,LightGBM,ok,938,34,64,0.13465959941577677,0.12229239061544372,17.86573886530453,7.425353274859752,50.184895636893344
temporal_2022_2026,A,local_analog_memory_ml,XGBoost,ok,938,34,64,0.2289230417205197,0.21082844618571317,16.864612019171815,7.326824374928194,50.763320764673345
temporal_2022_2026,A,local_analog_memory_ml,CatBoost,ok,938,34,64,0.12449564734922969,0.16699118940986157,17.97035458117068,7.43749776270846,49.66146832881626
temporal_2022_2026,A,local_analog_memory_ml,NGBoost,ok,938,34,64,0.07765394140771364,0.07617872269237913,18.444820782695896,7.75011665720849,52.66096370862733
temporal_2022_2026,B,local_analog_direct,AnalogIDW,ok,938,34,19,-14.282171749162876,-2.854897583003168,8.039760975845908,3.045118729021577,1310.349614470536
