protocol,target,feature_set,method,model,status,n_train,n_validation,n_test,n_features,validation_r2,validation_rmse,validation_mae,r2,r2_log1p,rmse,mae,mape
temporal_2022_2026,C,external_covariates,distributional_robust,ExtraTrees_qnormal,ok,938,245,34,112,-0.020006192054141003,51.83350038384961,25.500131260928427,-0.04698090582818559,-0.333351817279532,34.80971799854702,24.146051003479926,69.63494257958833
temporal_2022_2026,C,external_covariates,distributional_robust,RF_yj,ok,938,245,34,112,-0.031201400502201215,52.117176733702856,26.0863162873918,-0.0594313019065178,-0.39268301084236756,35.01607989444903,25.867532627844728,74.97448835682052
temporal_2022_2026,C,external_covariates,distributional_robust,Huber_yj,ok,938,245,34,112,-0.14157578155453665,54.83546208846959,28.620717649763048,-0.23263872738170477,-0.6928791192885615,37.77017773529776,29.492439436098007,87.87970298548537
temporal_2022_2026,C,external_covariates,distributional_robust,Ridge_qnormal,ok,938,245,34,112,-0.08319208830668523,53.414832864860294,26.9350502806666,-0.2883694555601235,-0.7784824279254943,38.61458167540566,30.700176976266796,91.26696637069539
temporal_2022_2026,C,external_covariates,distributional_robust,Poisson_raw,ok,938,245,34,112,-0.09579002518007851,53.724552362517045,27.982467294988787,-0.5643706182225847,-1.1342980385945087,42.55013570814238,35.592739381120225,107.78651546811425
temporal_2022_2026,D,external_covariates,distributional_robust,HistGBR_absolute_yj,ok,938,245,34,112,-0.03747061469887503,50.99567898278787,20.357317543193446,0.018320353002828638,0.19088334826978548,49.934077457797834,17.250269325126812,24.542801882180935
temporal_2022_2026,D,external_covariates,distributional_robust,HistGBR_squared_yj,ok,938,245,34,112,0.015434433022106231,49.67842263461868,21.610246873385286,0.20348401455919518,0.328474525581409,44.97895748678988,15.946144047532918,28.821991033013024
temporal_2022_2026,D,external_covariates,distributional_robust,ExtraTrees_yj,ok,938,245,34,112,0.03684141335410562,49.13538650976351,21.25771610991214,0.201620438402499,0.4046960533662882,45.03154446744208,15.065586943996099,25.576026532403706
temporal_2022_2026,D,external_covariates,distributional_robust,ExtraTrees_qnormal,ok,938,245,34,112,0.008321153882051235,49.85755774094645,20.786487589794046,0.12129601371782284,0.3681104028369062,47.24256131947484,16.216989872501664,23.6582403867583
temporal_2022_2026,D,external_covariates,distributional_robust,RF_yj,ok,938,245,34,112,0.01302691195205441,49.73912393680258,21.33800920001372,0.20568937768663487,0.39696501088732583,44.916646313395695,15.935133483987878,26.761527957437576
