target,validation,fold,model,status,n_train,n_test,r2,r2_log1p,rmse,mae,mape
C,random_fivefold_cv,pooled,LightGBM,ok,778,972,0.035969538244812194,0.16203524012100912,34.043183552180274,19.999896044181035,46.490369871064345
C,random_fivefold_cv,1,ExtraTrees,ok,777,195,0.049871573856355766,0.3299273569198633,30.98288267373561,19.697157293259554,34.69338837042601
C,random_fivefold_cv,2,ExtraTrees,ok,777,195,0.03373178443445257,0.08519964545404735,24.395893771834825,18.40167669292091,61.57794063787472
C,random_fivefold_cv,3,ExtraTrees,ok,778,194,0.10910534552558526,0.21280019829082786,21.58537134609914,16.436545544730723,40.060938703471564
C,random_fivefold_cv,4,ExtraTrees,ok,778,194,0.09715629373246315,0.2615453034894484,39.85322381372713,19.91591191752795,50.13852777778249
C,random_fivefold_cv,5,ExtraTrees,ok,778,194,0.010014268280720606,0.21959928420827735,45.32080839477629,21.312223304506368,37.0333805036752
C,random_fivefold_cv,pooled,ExtraTrees,ok,778,972,0.058439225498844616,0.22313559167224162,33.644103984893285,19.152490428042807,44.70790274865732
D,random_fivefold_cv,1,RF,ok,777,195,0.09800366983421649,0.13890147898541694,41.13721760913225,17.00723880889552,45.732279535401766
D,random_fivefold_cv,2,RF,ok,777,195,0.08190967645954772,0.010681808117328995,23.71893331424721,13.221630058498672,37.19201931308327
D,random_fivefold_cv,3,RF,ok,778,194,0.059121410664428886,0.15028041273196013,36.166838936803565,14.15533148546145,33.789319974728954
D,random_fivefold_cv,4,RF,ok,778,194,0.04879225350484373,0.07746585234317216,60.14503060294097,18.808342601286032,43.91701576972336
D,random_fivefold_cv,5,RF,ok,778,194,0.0501441063446223,0.2235218354746863,69.20898544190639,21.704559263811124,38.19363677133872
D,random_fivefold_cv,pooled,RF,ok,778,972,0.062288957397796496,0.13160507995275672,48.90230279133421,16.975583023817116,39.768346649709926
D,random_fivefold_cv,1,XGBoost,ok,777,195,0.10477118994286894,0.1605855779465557,40.98260439336932,16.8629154512063,44.90154556000553
D,random_fivefold_cv,2,XGBoost,ok,777,195,0.07120079217049435,0.009396945353048802,23.856864681937896,13.18385655282045,36.33528767268051
D,random_fivefold_cv,3,XGBoost,ok,778,194,0.049079301544559084,0.12987573136035369,36.35933315897134,14.441910172452634,34.264197365002886
D,random_fivefold_cv,4,XGBoost,ok,778,194,0.1115208098876691,0.12504523744512253,58.12804156912115,17.98545925317351,40.430902238436566
D,random_fivefold_cv,5,XGBoost,ok,778,194,0.029149588136808124,0.16123595611996377,69.96966289221258,22.102053272365293,39.88632013201951
D,random_fivefold_cv,pooled,XGBoost,ok,778,972,0.07206304695968713,0.12592305203527576,48.646772289019346,16.911346238884317,39.16664393935475
D,random_fivefold_cv,1,LightGBM,ok,777,195,0.03286376789852996,0.050366932658152175,42.59673926580768,18.00133834154015,46.35348255474402
D,random_fivefold_cv,2,LightGBM,ok,777,195,0.09173936366980573,-0.0004776396458705534,23.59161625359391,13.677574101946005,38.71648644878548
D,random_fivefold_cv,3,LightGBM,ok,778,194,-0.11038142012446572,-0.06199852614243162,39.28980309272272,16.066407883037076,40.011838156806995
D,random_fivefold_cv,4,LightGBM,ok,778,194,0.07838869868863907,-0.014343510729286413,59.20194250413127,19.467660182782367,45.30229620053057
D,random_fivefold_cv,5,LightGBM,ok,778,194,0.005717975865599967,0.07789208945899495,70.80899261530628,22.768103377100694,41.33825990199867
D,random_fivefold_cv,pooled,LightGBM,ok,778,972,0.025982822285159357,0.018029595292690104,49.84000798948313,17.9917789983604,42.34486465226285
D,random_fivefold_cv,1,ExtraTrees,ok,777,195,0.10791288175021374,0.18414201366433736,40.91062956875183,16.32700922712904,41.58744477387298
D,random_fivefold_cv,2,ExtraTrees,ok,777,195,0.11657077256054749,0.07300705883066727,23.26688968581194,12.694324479468783,35.83430083727559
D,random_fivefold_cv,3,ExtraTrees,ok,778,194,0.07083675581189253,0.16083370987875645,35.940968017771326,13.985534217102215,32.935769574726685
D,random_fivefold_cv,4,ExtraTrees,ok,778,194,-0.002068576723323501,0.0683862639985564,61.732061865932195,18.755914826123018,42.54969965291365
D,random_fivefold_cv,5,ExtraTrees,ok,778,194,0.03600658738993401,0.1973693805886928,69.72213140551597,21.574811360917217,37.4866666600675
D,random_fivefold_cv,pooled,ExtraTrees,ok,778,972,0.04598000230791055,0.14389323078338168,49.32573147474578,16.66308085513396,38.08007690986553
E,random_fivefold_cv,1,RF,ok,777,195,0.10925017320345598,0.11917920853554342,7.912266579983254,5.403281803649439,20.120163903944547
E,random_fivefold_cv,2,RF,ok,777,195,-0.0071881720079838285,0.042185877745230416,53.29554893340996,9.14850965471383,21.377350360647146
E,random_fivefold_cv,3,RF,ok,778,194,0.012184522433613454,0.06379889109967263,8.21122245950801,5.187905858459313,17.815794318060902
E,random_fivefold_cv,4,RF,ok,778,194,0.07720446641358025,0.12934459395330977,22.156774160292777,6.949503125945113,20.036158643861576
E,random_fivefold_cv,5,RF,ok,778,194,0.02216135164298272,0.12522369619997753,25.19090572831852,8.358794720889442,19.11340452597016
E,random_fivefold_cv,pooled,RF,ok,778,972,0.013202746508662822,0.09768062884873818,28.644208478034397,7.01014696832083,19.694747566097277
E,random_fivefold_cv,1,XGBoost,ok,777,195,0.0705760351153858,0.08290222948668702,8.082207031348203,5.525386651141826,20.67838015262117
E,random_fivefold_cv,2,XGBoost,ok,777,195,-0.0032228107551717233,0.04546185148359405,53.190531553422765,9.146792704655573,21.23912738516191
E,random_fivefold_cv,3,XGBoost,ok,778,194,0.006032840454387123,0.03994886693145161,8.236750724332184,5.260283701552557,18.032623753711423
E,random_fivefold_cv,4,XGBoost,ok,778,194,0.10968053958323809,0.1215274916223148,21.76339889683556,7.110318122376118,20.65313637277273
E,random_fivefold_cv,5,XGBoost,ok,778,194,0.05968086876977319,0.15459663460586826,24.702893128099735,8.446735233424864,19.600276260640793
E,random_fivefold_cv,pooled,XGBoost,ok,778,972,0.02513636855475887,0.09563046605701864,28.470480332426742,7.0983933780937045,20.04259776642998
E,random_fivefold_cv,1,LightGBM,ok,777,195,-0.14991505191609966,-0.0944292087164178,8.989921865884224,6.3049341438682625,23.208928480200584
E,random_fivefold_cv,2,LightGBM,ok,777,195,-0.008912376668156252,-0.017219485514077926,53.34114773131584,9.647195066093499,22.652381572499408
E,random_fivefold_cv,3,LightGBM,ok,778,194,-0.07473838352655915,-0.01169597004337497,8.564880043601917,5.614944674949623,18.77506081315668
E,random_fivefold_cv,4,LightGBM,ok,778,194,0.09209101525098606,0.10308448679085724,21.977330846500248,7.401567645675878,21.573204747477106
E,random_fivefold_cv,5,LightGBM,ok,778,194,0.06519035615553004,0.15094866328306267,24.63041761509346,8.61747087310809,20.09348511979777
