feature_set,protocol,target,model,status,n_train,n_test,n_features,r2,r2_log1p,rmse,mae,mape
baseline,literature_2019_2020,H,HistGBR,ok,815,100,28,0.4069719912019848,0.42598878944167906,0.2749529863781519,0.11729767055593653,84.7108976617761
baseline,literature_2019_2020,H,ElasticNet,ok,815,100,28,0.3655575519856721,0.4358273607267238,0.2843917242666459,0.10876476543009739,73.42905405973562
baseline,literature_2019_2020,H,PLSR,ok,815,100,28,0.407717779182434,0.4634279247395031,0.27478004248729676,0.1113982351483731,78.06435513296924
baseline,literature_2019_2020,H,XGBoost,ok,815,100,28,0.30997034517076394,0.3174088336900762,0.2965887789251786,0.11499266498404741,80.04507425192423
baseline,literature_2019_2020,H,LightGBM,ok,815,100,28,0.17344718349461674,0.15819385954623144,0.3246057012388624,0.1315861820025926,97.89193871668222
baseline,literature_2019_2020,H,CatBoost,ok,815,100,28,0.3063183283499501,0.3673655314566784,0.29737259874300126,0.11172454530495729,69.67766589284257
baseline,literature_2019_2020,H,NGBoost,ok,815,100,28,0.11978931161005624,0.13596209583388263,0.33497635860913755,0.12359177799458282,97.57856532707743
baseline,temporal_2022_2026,A,RF,ok,938,34,28,0.09876937530142726,0.13177296664967098,18.23246809236124,7.600642954609038,49.5315863993177
baseline,temporal_2022_2026,A,ExtraTrees,ok,938,34,28,0.11726340284681569,0.14299105339029472,18.04442542923188,7.488437341626671,50.43083690825815
baseline,temporal_2022_2026,A,HistGBR,ok,938,34,28,0.24314130013427548,0.1485886248827203,16.70840121618541,7.277257620300382,49.74454307885072
baseline,temporal_2022_2026,A,ElasticNet,ok,938,34,28,0.10304217678160732,0.13983813632530695,18.189195998136146,7.230429688267067,55.981397859000246
baseline,temporal_2022_2026,A,PLSR,ok,938,34,28,0.09057077871479213,0.10317202229298117,18.315211745091048,7.464016496533824,58.051681340142416
baseline,temporal_2022_2026,A,XGBoost,ok,938,34,28,0.15366067766778024,0.19916993762798485,17.66850286936665,7.153781926659977,47.60786566095484
baseline,temporal_2022_2026,A,LightGBM,ok,938,34,28,0.26842434343636945,0.080937157027271,16.426956781879202,7.762049405850758,56.76266957240098
baseline,temporal_2022_2026,A,CatBoost,ok,938,34,28,0.12876101421907427,0.18020145633934137,17.92652627759968,7.259578095483969,47.58056254274617
baseline,temporal_2022_2026,A,NGBoost,ok,938,34,28,0.08637686326159655,0.16599417204397204,18.357394300083275,7.185360371917703,47.42881067460272
baseline,temporal_2022_2026,B,RF,ok,938,34,28,-0.09579683237217207,-0.24996899544965268,2.152859161362293,1.0914090130210559,402.98988516653696
baseline,temporal_2022_2026,B,ExtraTrees,ok,938,34,28,-0.10010432869716346,-0.15655668014183655,2.157086376310025,1.026651031046318,389.85621556586597
baseline,temporal_2022_2026,B,HistGBR,ok,938,34,28,-0.1527972208783972,-0.32999844131469813,2.208142311340983,1.1006141640368894,452.19463875672494
baseline,temporal_2022_2026,B,ElasticNet,ok,938,34,28,-0.06037146472178789,-0.15835085368443624,2.1177740148133175,1.0192297918664384,404.7488700684524
baseline,temporal_2022_2026,B,PLSR,ok,938,34,28,-0.09503058398526254,-0.19309151600346453,2.1521063241156897,1.039222788407608,408.9206775767442
baseline,temporal_2022_2026,B,XGBoost,ok,938,34,28,-0.3239557711269989,-0.2867926960176257,2.3663955375042183,1.0849559646844864,342.9079913257421
baseline,temporal_2022_2026,B,LightGBM,ok,938,34,28,-0.08385022388352836,-0.34071992449159705,2.141091537564593,1.1004432053196749,469.31028144125895
baseline,temporal_2022_2026,B,CatBoost,ok,938,34,28,-0.1230013566717183,-0.14091012612150933,2.1794190345767874,1.0060814795557316,337.453569258407
baseline,temporal_2022_2026,B,NGBoost,ok,938,34,28,-1.8052767051090073,-0.5837976287104265,3.4445972603410047,1.3582994226653748,385.65664623389074
