protocol,target,source,method,model,validation_r2,validation_rmse,validation_mae,validation_mape,n_train,n_test,r2,r2_log1p,rmse,mae,mape
temporal_2022_2026,A,spatial_quantile_validated,grid_spatial_quantile,Grid10_Q55,0.1919931949600545,12.565412434453751,6.480871500000001,33.99437139308626,938.0,34.0,0.1065203727171663,0.1987336433292974,18.15389498536625,7.045058823529411,45.24143685131924
temporal_2022_2026,B,spatial_quantile_validated,knn_spatial_quantile,KNN12_Q55,0.0192462205025659,2.152742641393764,0.9609995,140.90778984191104,938.0,34.0,0.3027624582662422,0.3020028988042302,1.7172794805909797,0.6875458823529413,233.2355093435389
temporal_2022_2026,C,spatial_quantile_validated,knn_spatial_quantile,KNN8_Q75,0.1094945107390642,49.44910137790676,25.592675,46.12460665374956,938.0,34.0,-0.4830643196360016,-1.0710749847495382,41.42963599557813,34.670375,108.18624721580645
temporal_2022_2026,D,spatial_quantile_validated,knn_spatial_quantile,KNN12_Q75,0.2814131720704805,48.79717324751634,26.008027500000004,83.6986120205729,938.0,34.0,0.2362664121428358,0.1559987831332777,44.04362765594574,20.68422058823529,45.38733604684301
temporal_2022_2026,E,spatial_quantile_validated,knn_spatial_quantile,KNN5_Q60,0.1057152851657144,10.61708850909702,7.619229999999999,28.39328979279208,938.0,34.0,-0.1090742850997585,-0.0802272656713791,25.62743233704806,11.776281176470588,26.484244896396948
temporal_2022_2026,F,spatial_quantile_validated,grid_spatial_quantile,Grid2_Q75,0.0776561052920906,82.42590009833073,46.4594,85.59816292049533,938.0,34.0,-0.3471506242251618,-1.5291206915207498,93.36746216112348,58.64252941176471,42.42480453548035
temporal_2022_2026,G,spatial_quantile_validated,grid_spatial_quantile,Grid2_Q75,0.0332719551691343,122.50949345621792,53.041607000000006,45.70563414701064,938.0,34.0,-0.8043029172124938,-0.8406786764798668,36.85702075888104,30.66879411764706,58.731636174381855
temporal_2022_2026,H,spatial_quantile_validated,knn_spatial_quantile,KNN5_Q50,0.5422678771451219,0.2415608416113836,0.0768379999999999,43.168484530947865,938.0,34.0,-4.049502017606275,-2.569431188668298,0.5298712385209869,0.213235294117647,343.97619946636587
