target,model,candidate,coefficient
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:Affine,-11672.19615894376
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_RF:QuantileMappedClipped,0.6671561861583197
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_RF:QuantileMapped,0.6671549261234415
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:LogAffineClipped,3676.696997427736
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:LogAffine,11525.270286535746
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:MeanStdMappedClipped,-317.15007351335015
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:MeanStdMapped,6852.743393867541
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:QuantileMappedClipped,5.812844045576079
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:QuantileMapped,5.81284411470086
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:AffineClipped,9721.971888155695
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:Affine,13416.303807367014
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:QuantileMappedClipped,-1.7878015435732904
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:QuantileMapped,-1.7878015495031958
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_RF:LogAffineClipped,22.6199197105455
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_RF:LogAffine,22.619919711631436
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_RF:AffineClipped,-15.742947673924832
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_RF:Affine,-15.742947672801606
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:MeanStdMappedClipped,150.7564370908702
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:MeanStdMapped,-5185.059916646887
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:RatioScaledClipped,-116.76225070461777
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:RatioScaled,-116.76225070462868
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:RatioScaledClipped,11528.408233113076
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:RatioScaled,11528.408233113076
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:AffineClipped,-1697.211559938901
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:Affine,-1697.211559938901
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:RatioScaledClipped,-1579.4952926876435
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:RatioScaled,-1579.4952926876435
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:LogAffineClipped,-31367.557000988832
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow2:LogAffine,-31367.557000988832
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ80_P75_pow2:LogAffineClipped,18.90872494146035
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_Ridge:LogAffineClipped,-430.3368649236074
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_Ridge:LogAffine,-430.3368649236074
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ80_P75_pow2:LogAffine,-3.2722316347798968
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:QuantileMappedClipped,-4.830027438830319
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:QuantileMapped,-4.830027438830092
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_ExtraTrees:AffineClipped,-110.40921001094281
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_ExtraTrees:Affine,-110.40921001094281
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_Ridge:AffineClipped,327.51435007216276
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_Ridge:Affine,327.51435007216276
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_ExtraTrees:LogAffineClipped,159.6366886833562
H,OLS_top50,temporal_calibration::temporal_validation_calibration::multitask_latent:Latent_ExtraTrees:LogAffine,159.6366886833562
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:LogAffineClipped,7240.750550146769
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1.5:LogAffine,7240.750550146769
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1:RatioScaledClipped,60.65359330655574
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:GateQ90_P90_pow1:RatioScaled,60.653593307126904
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:LogBiasCorrectedClipped,-63.230069338913026
H,OLS_top50,temporal_calibration::temporal_validation_calibration::quantile_gate:QuantileP50:LogBiasCorrected,-63.23006934314925
