protocol,target,method,model,n_train,n_test,pool_size,mean_members,r2,r2_log1p,rmse,mae,mape,same_set_r2,same_set_rmse,same_set_mae,r2_gap_vs_same_set
temporal_2022_2026,A,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,2.8823529411764706,0.22826195764631008,-0.0015339148256887647,16.87183992145202,8.421198017013765,71.09849731925209,0.995717873368386,1.2567741657170977,0.987500614433872,-0.7674559157220759
temporal_2022_2026,B,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,2.088235294117647,0.2967893306028091,0.12250107347005135,1.724619629310895,0.9007756286901442,416.8349883863093,0.9999999999995428,1.390723268336262e-06,8.159207615340182e-07,-0.7032106693967337
temporal_2022_2026,C,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,3.0588235294117645,-0.0798282268844317,-0.24435433853118194,35.35155015245531,23.0580750685732,61.47928001230342,0.7088305708007946,18.35709738371062,15.504820508970518,-0.7886587976852263
temporal_2022_2026,D,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,3.0294117647058822,0.14801153811107137,0.11882102281961515,46.518852558838375,22.630662191730586,48.64514251315584,0.9972600106251536,2.6380715873977545,2.175436246212307,-0.8492484725140822
temporal_2022_2026,E,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,4.882352941176471,0.5035273926276245,0.12157424188967847,17.146379169778996,10.533666135980516,35.078543494141925,0.8959186717401739,7.850750771938559,6.010172947720943,-0.39239127911254945
temporal_2022_2026,F,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,3.7941176470588234,0.4869231544910795,0.23096460714758504,57.62072043164097,38.31693769181417,34.414923037455786,0.9795044994781532,11.516399986472075,8.354450222556022,-0.49258134498707373
temporal_2022_2026,G,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,3.0588235294117645,0.3201656177531642,0.10893702523923943,22.623878725146724,14.801492304972632,28.750267071098733,0.9756939546117792,4.277821450709166,3.1694126026836247,-0.655528336858615
temporal_2022_2026,H,nnls_leave_one_out_diagnostic,NNLS_LOO_pool50,33,34,50,2.7941176470588234,-1.2887480456778828,-1.0870316906520272,0.3567344610302738,0.17632062431328221,276.4951149321114,0.6468884567683941,0.1401206131319576,0.1030349115616843,-1.935636502446277
