protocol,target,source,method,model,n_train,n_test,r2,r2_log1p,rmse,mae,mape,base_candidate
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ80,815.0,100.0,-0.02464229979826915,-0.28988439240058983,14.149965439887126,8.897749999999998,62.580809022734854,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ80,815.0,100.0,-0.0072514602170972164,-0.19136573523712008,14.02937072680026,8.278470000000002,56.22413757480786,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,TrainQ85,815.0,100.0,-0.0031806926233253208,-0.15647968910563992,14.000992447323153,8.05859,53.82963577989281,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ85,815.0,100.0,-0.07634300889281409,-0.48404845507704164,14.502557163135057,10.039349999999995,73.705096638386,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ85,815.0,100.0,-0.029732330325088263,-0.3130238999791972,14.18506770480846,9.03247,63.95610170709073,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,TrainQ90,815.0,100.0,-0.04761749715496877,-0.38523688583313076,14.307725863672397,9.463270000000001,68.18969312318198,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ90,815.0,100.0,-0.270802267474725,-0.967934314699815,15.758258823550278,12.691870000000009,97.94078836334218,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ90,815.0,100.0,-0.16687451651198426,-0.7341839979297096,15.100151912812004,11.440670000000003,86.67543080989869,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,TrainQ95,815.0,100.0,-0.357694711167277,-1.139660445940283,16.288095308844422,13.560669999999986,105.76315300722922,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ95,815.0,100.0,-0.7235228651668104,-1.7369726791203455,18.351761795260966,16.499470000000002,131.62538407282563,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ95,815.0,100.0,-0.6454307496734231,-1.6216033101993816,17.93118714948901,15.945069999999994,126.77160666873061,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,TrainQ96,815.0,100.0,-0.4730457940860262,-1.3458064517744108,16.965917975458915,14.587629999999995,114.88720623688593,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ96,815.0,100.0,-1.2553836872390667,-2.4184589944683528,20.993239299117242,19.707790000000017,159.49356025193813,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ96,815.0,100.0,-1.569464046242635,-2.7623698331415705,22.407350697260032,21.317629999999994,173.27322822557903,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,TrainQ97,815.0,100.0,-0.7414492778396184,-1.7627520014543134,18.446953523170162,16.622445999999997,132.70204015155213,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ97,815.0,100.0,-1.9003851547803152,-3.0928115668259952,23.8065835892091,22.864670000000004,186.41839264720835,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ97,815.0,100.0,-4.362815409757209,-4.979590223047577,32.371711638002445,31.667709999999737,260.804634467573,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,TrainQ98,815.0,100.0,-1.9003851547803152,-3.0928115668259952,23.8065835892091,22.864670000000004,186.41839264720835,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ98,815.0,100.0,-6.938056290032719,-6.410076134165066,39.38458974256306,38.67527000000004,318.46648895310193,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ98,815.0,100.0,-31.10222645802846,-13.378029383149698,79.20212170242608,77.95876999999945,631.6162681555516,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,TrainQ99,815.0,100.0,-25.93941307129495,-12.323047222117454,72.55432458202647,71.19497000000034,579.738826930519,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,Recent3YearQ99,815.0,100.0,-72.29859072932959,-19.124095729371263,119.67875184358341,118.85957000000008,945.3199329678057,
literature_2019_2020,A,conservative_baseline,guardrail_baseline,LastTrainYearQ99,815.0,100.0,-116.0800087263386,-22.981860977281258,151.2553036748601,150.6079700000005,1188.8259140714847,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainMean,815.0,100.0,-0.004061939385662461,-0.2698850460637867,2.1781730009294593,1.15592994601227,348.19514234687057,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainMedian,815.0,100.0,-0.1511944489065411,-0.4117998270499137,2.3323110052049234,0.8774699999999999,65.24186664102741,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearMean,815.0,100.0,-0.05586492707423707,-0.6850276984828718,2.2336560561211702,1.4135887761194028,479.10651960942243,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearMedian,815.0,100.0,-0.11100454944099147,-0.20766968087140847,2.291237121076734,0.83597,82.00686827492291,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearMean,815.0,100.0,-0.12428587285500914,-1.0214523233658053,2.3048915458956363,1.6041128208092488,568.3584414063805,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearMedian,815.0,100.0,-0.09086080222779236,-0.12749908672198473,2.2703707681786254,0.8301299999999999,97.23679559895959,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ05,815.0,100.0,-0.205136288895863,-0.7751278262879924,2.386328346854221,0.9855540000000002,79.58812118278011,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ05,815.0,100.0,-0.19068995882889683,-0.6676663200060005,2.3719824082399934,0.9509599999999999,70.39520290487542,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ05,815.0,100.0,-0.19656017636504308,-0.7104196179019939,2.3778222715333457,0.9651699999999999,74.17133080939718,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ10,815.0,100.0,-0.1971725193509215,-0.7149510741470806,2.3784306222801628,0.96664,74.5619647305546,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ10,815.0,100.0,-0.18748931139051206,-0.6448777127321208,2.3687922460612705,0.9432799999999999,68.45727653749039,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ10,815.0,100.0,-0.18908624904115245,-0.6562020250330718,2.3703844888540764,0.9470400000000001,69.35351244845565,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ15,815.0,100.0,-0.18908624904115245,-0.6562020250330718,2.3703844888540764,0.9470400000000001,69.35351244845565,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ15,815.0,100.0,-0.18116928215899963,-0.6009534094373914,2.3624802697588825,0.9293999999999998,65.8444627894253,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ15,815.0,100.0,-0.18550266264501603,-0.6309171076898612,2.36680994272882,0.93866,67.40654686617513,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ20,815.0,100.0,-0.18510660267162393,-0.6281507485674542,2.36641455053843,0.9377399999999999,67.19987919278165,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ20,815.0,100.0,-0.17265616404752637,-0.5440257559809945,2.353951245247021,0.9134000000000002,64.66239019188482,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ20,815.0,100.0,-0.18116928215899963,-0.6009534094373914,2.3624802697588825,0.9293999999999998,65.8444627894253,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ25,815.0,100.0,-0.18116928215899963,-0.6009534094373914,2.3624802697588825,0.9293999999999998,65.8444627894253,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ25,815.0,100.0,-0.16211756744943395,-0.4770848805411172,2.3433499578594748,0.8944799999999999,64.08311509630585,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ25,815.0,100.0,-0.17960620519388248,-0.590308996321369,2.360916581542008,0.9264400000000002,65.59352318294607,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ30,815.0,100.0,-0.17526561746095215,-0.5612033658838047,2.356568855136637,0.9182560000000002,64.96517799908997,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ30,815.0,100.0,-0.15479316256393472,-0.4328486614128051,2.335953643589701,0.8824500000000001,64.50694977432093,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ30,815.0,100.0,-0.16734538640871444,-0.5098052503650521,2.348614856676164,0.9036,64.1707682358742,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ35,815.0,100.0,-0.1699904053931789,-0.5267248941006386,2.3512741450115935,0.9085000000000001,64.4165792138795,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ35,815.0,100.0,-0.1458054666284443,-0.3811246186934232,2.3268455834025596,0.8703220000000002,66.5568530383071,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ35,815.0,100.0,-0.15675406703022787,-0.4445081194939713,2.3379360934379707,0.8855399999999999,64.31133813559879,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ40,815.0,100.0,-0.1643479030834687,-0.4909273434466488,2.345597558192795,0.8983199999999999,64.08034459309565,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ40,815.0,100.0,-0.12956206236624435,-0.29481321608269506,2.3102935573212333,0.852574,72.66828146212279,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ40,815.0,100.0,-0.14870053323122345,-0.39747796152902803,2.3297833085933126,0.8741099999999998,65.81659552906164,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ45,815.0,100.0,-0.15843420207823233,-0.45460486562153557,2.3396333526858437,0.8883000000000001,64.20942572334928,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ45,815.0,100.0,-0.11278960520915793,-0.21551029617188644,2.2930770525649593,0.837186,80.93748898647107,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ45,815.0,100.0,-0.13279436658278287,-0.31124931806303047,2.3135967122642613,0.8558159999999999,71.27334297579037,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ55,815.0,100.0,-0.14412399916246454,-0.3717608796776579,2.325137635711056,0.8682700000000001,67.06407025629717,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ55,815.0,100.0,-0.07599365875654152,-0.07869514844790859,2.2548464570786195,0.83101,111.03392126906846,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ55,815.0,100.0,-0.09086080222779236,-0.12749908672198473,2.2703707681786254,0.8301299999999999,97.23679559895959,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ60,815.0,100.0,-0.13022525775289973,-0.2981554260096406,2.3109716746425084,0.8532139999999999,72.37012690594884,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ60,815.0,100.0,-0.048605104664336096,-0.015867109286695324,2.2259638238300283,0.8494099999999999,144.18909278887944,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ60,815.0,100.0,-0.06905783909810514,-0.05922013905112067,2.2475673749634293,0.83395,118.49317686976516,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ65,815.0,100.0,-0.11433987436997506,-0.2224143423141589,2.2946737826976626,0.8382860000000001,80.0313160315745,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ65,815.0,100.0,-0.017194414121374235,-0.010164164576537571,2.192371266232068,0.9258259999999998,205.72446562375134,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ65,815.0,100.0,-0.03026084168066312,-2.13545317189201e-05,2.20640744809294,0.8844920000000002,175.5039513850235,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ70,815.0,100.0,-0.08582947005446506,-0.10995026161895516,2.265128948426557,0.82973,101.60763941602389,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ70,815.0,100.0,-0.0064989358881499815,-0.047639160876728814,2.1808147617347053,0.9804500000000002,242.14041827715462,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ70,815.0,100.0,-0.008400958315353035,-0.03732214064850892,2.182874376825199,0.96845,234.17295232414125,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ75,815.0,100.0,-0.054022069412948515,-0.025100028926047457,2.2317059450115733,0.8445100000000001,136.83315553382408,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ75,815.0,100.0,-0.004434788498662634,-0.27565558866241235,2.178577385589046,1.1599100000000002,350.34241471663444,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ75,815.0,100.0,-0.0007092230841665437,-0.11318723611729253,2.174533333729331,1.0418259999999997,281.38342967770456,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ80,815.0,100.0,-0.013358365840046016,-0.018969563153772295,2.1882334210499574,0.9424500000000003,216.9101094259461,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ80,815.0,100.0,-0.03432957509054435,-0.5497400624052404,2.210759956440319,1.33391,440.1307947198716,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ80,815.0,100.0,-0.012471825371680456,-0.3722023671158099,2.1872760193903282,1.22455,384.3339785851596,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ85,815.0,100.0,-0.01040739863153739,-0.350662163637945,2.185044957203398,1.2102699999999995,377.0157863276183,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ85,815.0,100.0,-0.20273474644042744,-1.3278525758216722,2.383949476184426,1.7680299999999998,643.6278373678242,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ85,815.0,100.0,-0.059213594796451385,-0.7041858070476981,2.237195263940991,1.424818,484.45581809481064,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ90,815.0,100.0,-0.0600674207634988,-0.7090069137761605,2.2380967773981535,1.4276300000000008,485.7953788249966,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ90,815.0,100.0,-0.49460031137523797,-2.1828840414534074,2.6575084393092725,2.2085700000000013,839.2558122382603,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ90,815.0,100.0,-0.37365332875531876,-1.8643036873992265,2.547714094045876,2.04401,767.9350856857882,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ95,815.0,100.0,-1.9285590332416698,-4.64806108932496,3.719967191387577,3.4831599999999967,1372.2952545192925,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ95,815.0,100.0,-6.558141148138683,-8.70288416374908,5.976124234401425,5.8688800000000025,2288.804853355264,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ95,815.0,100.0,-2.8749471712621113,-5.745455345626419,4.279026845557292,4.093879999999999,1611.9508471867946,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ96,815.0,100.0,-3.2102375162539216,-6.084871799591255,4.460313825842303,4.286160000000001,1687.0670098238004,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ96,815.0,100.0,-7.372710025122592,-9.206111109757249,6.289920312452299,6.191056000000003,2409.6656973277845,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ96,815.0,100.0,-4.156129116102745,-6.944963220624894,4.935987034119923,4.781351999999999,1880.0215927800757,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ97,815.0,100.0,-7.229514432118673,-9.120276488625858,6.23590117184357,6.13576,2388.922000626899,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ97,815.0,100.0,-10.211518724217314,-10.723935623878662,7.278541146205056,7.193296000000001,2785.645200031332,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ97,815.0,100.0,-6.353827700058405,-8.570590378769925,5.894796856296237,5.784976,2257.329174680656,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ98,815.0,100.0,-17.221144884583673,-13.538454124933391,9.278973808832546,9.18472000000002,3532.706388161838,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ98,815.0,100.0,-15.460353913915895,-12.918115523354263,8.819250990475329,8.730064000000006,3362.147104176775,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ98,815.0,100.0,-6.710756770310835,-8.80003589111703,6.036158290916498,5.930703999999999,2311.9974586944477,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,TrainQ99,815.0,100.0,-64.20816939459377,-22.855257873522433,17.553475697337024,17.418360000000042,6558.3032039291975,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,Recent3YearQ99,815.0,100.0,-85.74519790573673,-25.351576442040002,20.245795195669682,20.128760000000042,7535.192657199248,
literature_2019_2020,B,conservative_baseline,guardrail_baseline,LastTrainYearQ99,815.0,100.0,-78.42480995399477,-24.56379107008095,19.372702550160763,19.250360000000136,7218.5974329694955,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainMean,815.0,100.0,-0.0338231158965967,-0.000730552909729898,53.27987810475826,24.46156867484662,37.04288553751263,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainMedian,815.0,100.0,-0.05619648297730895,-0.017814102550371302,53.85331746020852,24.54539,35.306511347700564,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearMean,815.0,100.0,-0.01945750272565272,-0.27428558488890564,52.9084046568928,28.738840746268664,55.93402311625365,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearMedian,815.0,100.0,-0.003238629640173629,-0.04287993223245867,52.485848971603765,25.430509999999995,43.32181892313933,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearMean,815.0,100.0,-0.00029418074769904656,-0.11039355890445535,52.408770869267805,26.38233287861273,47.632970130887195,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearMedian,815.0,100.0,-0.006188063091287166,-0.028497443501368958,52.56294424278381,25.201709999999995,42.137916056995365,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ05,815.0,100.0,-0.9112624188075529,-7.409218119220659,72.44363995182738,50.02209,71.62947765007324,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ05,815.0,100.0,-0.3995353946310838,-1.3578156948593416,61.99148592726263,34.07269,42.26892399334626,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ05,815.0,100.0,-0.44566784316458663,-1.6620301530522612,63.004905382596995,35.72269,45.06794101952544,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ10,815.0,100.0,-0.5337170456231659,-2.3386988052833453,64.89522244564695,38.74388999999999,50.354775540676386,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ10,815.0,100.0,-0.3406965357957714,-1.0149201915498618,60.674379955546314,32.064449999999994,39.22928698320995,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ10,815.0,100.0,-0.2530926133469218,-0.5909368136822835,58.65859929004442,29.218690000000002,35.6435890448973,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ15,815.0,100.0,-0.4290098316341342,-1.548432282596707,62.64086001540848,35.12869,44.04675786087831,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ15,815.0,100.0,-0.2933651622790061,-0.7734164829094177,59.59374559691646,30.514690000000005,37.17350343224811,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ15,815.0,100.0,-0.1854688227394916,-0.33124145247995895,57.05387833066216,27.11139,33.60266437053588,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ20,815.0,100.0,-0.3572903278894486,-1.1067153812453556,61.04870845046601,32.624689999999994,40.04165189744907,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ20,815.0,100.0,-0.24964818688205836,-0.576294501664198,58.577925178944334,29.10349,35.5080565443153,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ20,815.0,100.0,-0.15914108933062177,-0.2462783809304412,56.416774635120724,26.446189999999998,33.34603020935389,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ25,815.0,100.0,-0.3067447670593091,-0.8386829962194353,59.9011952257215,30.939089999999997,37.69684896329295,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ25,815.0,100.0,-0.17183950419631966,-0.2860924082321099,56.72495637257027,26.77339,33.47226396993529,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ25,815.0,100.0,-0.09702224731303954,-0.08550112556690159,54.884260981359674,25.06539,33.657629562265996,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ30,815.0,100.0,-0.2500297355477761,-0.5779090158349209,58.586867145035164,29.116290000000003,35.52311571104663,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ30,815.0,100.0,-0.12623798221557836,-0.15369572413712151,55.6102936222243,25.656269999999996,33.27782386749725,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ30,815.0,100.0,-0.06917512565599249,-0.03516152662813754,54.183184534226115,24.682590000000005,34.64208609224765,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ35,815.0,100.0,-0.19825633771844964,-0.3758305677355873,57.36076974091265,27.456489999999995,33.81529797226639,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ35,815.0,100.0,-0.08527491543050125,-0.06232065218938421,54.58960926650785,24.874190000000002,33.97584535974426,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ35,815.0,100.0,-0.038666875505049436,-0.002706575835042413,53.40454804817657,24.442290000000003,36.55324684318239,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ40,815.0,100.0,-0.14745719480892605,-0.21161440632027873,56.13171997605276,26.153389999999998,33.27145639926185,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ40,815.0,100.0,-0.046355248461402265,-0.007962575399276473,53.60183799339347,24.464990000000004,35.93048439311287,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ40,815.0,100.0,-0.01251482430973172,-0.011882585896670905,52.72793927956979,24.882510000000007,40.38123029247321,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ45,815.0,100.0,-0.10183590013293453,-0.09574149262259701,55.0045432257191,25.159390000000002,33.57247670438957,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ45,815.0,100.0,-0.020137662982629756,-0.002848680419434757,52.92605139239087,24.666230000000006,38.91723553524084,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ45,815.0,100.0,-0.0061580755989536495,-0.02861192588771666,52.56216096841909,25.203710000000004,42.148289665686015,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ55,815.0,100.0,-0.033228948981324224,-0.0005694934716233835,53.26456518990839,24.466670000000004,37.11017610287583,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ55,815.0,100.0,-0.0015133415777444092,-0.05674756720510565,52.44069910844057,25.648974,44.34930565660712,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ55,815.0,100.0,-0.0004264288317892273,-0.07252797714301917,52.412235215357875,25.878510000000002,45.40392778133012,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ60,815.0,100.0,-0.011691118724369787,-0.013418471406528187,52.70648718131384,24.917825999999994,40.578176602366305,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ60,815.0,100.0,-0.0003313863355327573,-0.1115428635931548,52.40974552304179,26.39667,47.695512839750194,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ60,815.0,100.0,-0.00391303600349957,-0.16435135191337436,52.50348726960905,27.085309999999996,50.460425913786786,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ65,815.0,100.0,-0.002316546135153086,-0.04942412526942874,52.46172337495214,25.532909999999994,43.81604001512236,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ65,815.0,100.0,-0.006764819232522479,-0.1903950331526576,52.578006863231316,27.47131,51.80751733392231,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ65,815.0,100.0,-0.01405303420355053,-0.24223940609695727,52.76797615362939,28.24279,54.37827388081444,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ70,815.0,100.0,-0.0004389886330149473,-0.11456762965801981,52.412564217656815,26.436110000000003,47.86191302606443,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ70,815.0,100.0,-0.023179179505257386,-0.2945257291053045,53.004891561722864,29.071709999999992,56.924768837315234,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ70,815.0,100.0,-0.027551776868566025,-0.3169139092123354,53.11803008273179,29.45631000000001,58.02814199307518,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ75,815.0,100.0,-0.0073024823278080575,-0.19477739905027436,52.59204464051574,27.538509999999995,52.033233878324644,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ75,815.0,100.0,-0.04183502233879777,-0.3828166142131142,53.48593344300911,30.594910000000006,61.20527598639177,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ75,815.0,100.0,-0.03728219017450396,-0.3627809818401042,53.36893838432615,30.24771,60.249450449990846,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ80,815.0,100.0,-0.02948513246651152,-0.32641771406792275,53.16797782378036,29.62050999999999,58.493321713762235,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ80,815.0,100.0,-0.07606244649653515,-0.5155326344085369,54.35742069073918,32.99291,67.46736630094229,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ80,815.0,100.0,-0.07994226627388779,-0.5291598396411032,54.455327293387924,33.24770999999999,68.10500579088213,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ85,815.0,100.0,-0.06714066598166535,-0.48329141375882667,54.131609263627105,32.39351,65.9522465569967,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ85,815.0,100.0,-0.11549035004167219,-0.6453506569785226,55.34431443310143,35.427310000000006,73.45332477810734,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ85,815.0,100.0,-0.1153606796611033,-0.6449505075036297,55.34109758461609,35.41991,73.43530530789128,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ90,815.0,100.0,-0.12028640339257302,-0.6600479899399119,55.46316332657199,35.69815,74.11283738801554,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ90,815.0,100.0,-0.24098707829040977,-0.9833617967068911,58.374575177811806,41.505790000000026,87.97953392259501,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ90,815.0,100.0,-0.2280208676749993,-0.9518599849453582,58.06881675424426,40.958541999999994,86.6819692289028,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,TrainQ95,815.0,100.0,-0.3718965693796952,-1.2739129121707906,61.376311924308375,46.537429999999986,99.69049375511267,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,Recent3YearQ95,815.0,100.0,-0.9562477188524192,-2.258659292148232,73.29123291328919,63.778390000000044,137.62145555982607,
literature_2019_2020,C,conservative_baseline,guardrail_baseline,LastTrainYearQ95,815.0,100.0,-2.275797106283379,-3.7843169909020364,94.8415407578872,89.36266999999985,193.02073944432735,
