protocol,target,source,method,model,n_train,n_test,r2,r2_log1p,rmse,mae,mape,base_candidate
literature_2019_2020,C,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q97,815.0,100.0,-0.42355294351721784,-1.198784226014093,62.52114386359237,47.25581700000001,97.47134772653818,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q15,815.0,100.0,-0.04067976236711579,-0.605771001979637,58.723724586575734,24.903799999999997,44.694996088864926,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q20,815.0,100.0,-0.03267492506898173,-0.5265821498492738,58.49743917429207,24.66007,45.34574261727008,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q25,815.0,100.0,-0.026516420583234446,-0.4691190586396081,58.322749419073176,24.558920000000004,46.587876504370584,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q30,815.0,100.0,-0.03958100025559452,-0.4531174057809211,58.69271579496726,24.89246,52.755434233995935,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q35,815.0,100.0,-0.07642076248880803,-0.45433709428247493,59.723612860871036,25.27768,59.08704388194569,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q40,815.0,100.0,-0.1370357072828743,-0.4685155418687128,61.382149173022604,25.686260000000008,65.49940295730019,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q45,815.0,100.0,-0.22142583463779375,-0.4925644440087291,63.61925651263775,26.10068,71.93292145294451,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q50,815.0,100.0,-0.329591144553566,-0.5242742553702315,66.37646133622972,26.59152,78.58761107682628,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q55,815.0,100.0,-0.08637412594303262,-0.3485834646161876,59.99910130495956,25.198869999999992,82.0510796969056,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q60,815.0,100.0,0.0605760902309298,-0.3179570812185184,55.79378741174684,23.880300000000005,85.7242986392388,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q75,815.0,100.0,-0.07617407586660341,-0.40975721495844764,59.716768947674986,25.772070000000003,101.1096663560088,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q85,815.0,100.0,-0.5095865005788038,-0.867623667582933,70.7268050940773,33.13489,132.84786963657237,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q90,815.0,100.0,-0.9654071541915565,-1.1185217640628022,80.70144385547016,37.98366000000001,150.51403910691508,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q95,815.0,100.0,-1.5806374353087427,-1.3665486977035335,92.47376396131175,43.22774999999999,168.73094775804148,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q96,815.0,100.0,-1.7228126468327125,-1.4157033771366958,94.98694460423546,44.35070399999999,172.47517002184946,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q97,815.0,100.0,-1.8713642434568598,-1.4646976132239726,97.54369044328138,45.47365799999999,176.21939228565742,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q15,815.0,100.0,-0.04545844422400602,-0.626847520288424,58.85839646110931,24.8598675,42.53797501380972,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q20,815.0,100.0,-0.03259667741013805,-0.4924895866737926,58.495222903584185,24.35478,42.517872958608024,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q25,815.0,100.0,-0.021429107175891415,-0.3978064709757967,58.17804904002132,23.99723250000001,42.98427902488792,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q30,815.0,100.0,0.00916464368044334,-0.3149108355796215,57.30015361231591,23.647080000000003,43.63518583528039,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q35,815.0,100.0,0.08815071797041762,-0.23405095291125377,54.96883957531076,23.278565,44.65566068840377,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q40,815.0,100.0,0.16122015991697303,-0.18778544153289012,52.72044052063677,22.91525,45.69243404910902,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q45,815.0,100.0,0.2146481848402596,-0.16708874209787372,51.01374001726618,22.784169500000004,48.43855256866229,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q50,815.0,100.0,0.2363851374902216,-0.1756908363383589,50.30280754045941,23.076135000000004,53.66751478814638,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q55,815.0,100.0,0.24174083996394946,-0.20201585100362607,50.12609482371657,23.590790499999994,59.45689050478726,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q60,815.0,100.0,0.27641518707219626,-0.214868408509566,48.96657861456118,23.879859999999994,66.68143652403609,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q75,815.0,100.0,0.23744693145308193,-0.43102061850138207,50.267822759675255,26.0214275,96.51668555449287,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q85,815.0,100.0,-0.42268563498653244,-0.8486510385090011,68.6609031617421,34.4889045,127.72454852834872,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q90,815.0,100.0,-1.2069123822386656,-1.5892020336964996,85.51604049949925,46.12500400000001,173.05508317708336,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q95,815.0,100.0,-2.8201834242038757,-2.4226252585609602,112.51156005271852,61.59822699999997,227.66395162758815,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q96,815.0,100.0,-3.245787366360563,-2.58106875507085,118.6135103073949,64.83981560000001,238.80731286488916,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q97,815.0,100.0,-3.7057078864384625,-2.7368620014285807,124.87270534101845,68.10755419999998,249.98291520227417,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q15,815.0,100.0,-0.08461653962296967,-0.7852943190611881,59.9505469977391,25.6593525,44.75196792823451,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q20,815.0,100.0,-0.06554142775040761,-0.6521504047701205,59.421034489816826,25.08406,44.94580315455982,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q25,815.0,100.0,-0.05192979983033097,-0.5664231968542315,59.04028126166279,24.80942,45.57454244336537,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q30,815.0,100.0,-0.039061286857112965,-0.4927075434240613,58.678042958461056,24.5327,46.030296542437036,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q35,815.0,100.0,-0.02674129217489818,-0.4281280367289144,58.329137242515856,24.16678,46.076179271669716,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q40,815.0,100.0,-0.01612912762375074,-0.3620006014054682,58.02691594122162,23.811096000000003,46.02129915543718,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q45,815.0,100.0,-0.007220777271528922,-0.31359445562242017,57.77199654258129,23.631310499999998,46.48282697563766,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q50,815.0,100.0,0.004828885256682014,-0.23924746791702955,57.42538553444809,23.29652,46.86343176380367,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q55,815.0,100.0,0.024541307469352458,-0.1841952953395305,56.85379774600483,23.073068499999998,47.90406786971804,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q60,815.0,100.0,0.12404987996277539,-0.1522741130869365,53.87592340910733,23.204092000000006,53.44047629837995,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q75,815.0,100.0,0.28141317207048056,-0.40455283670971043,48.79717324751634,26.008027500000004,83.6986120205729,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q85,815.0,100.0,-0.1696721908374197,-1.1032682545430865,62.25684683685541,35.787249499999994,136.72361202064823,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q90,815.0,100.0,-1.0185140224083438,-1.7136425042465961,81.78448513711083,46.489683000000014,178.85848721359386,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q95,815.0,100.0,-3.807286812476291,-3.108169095122575,126.21328066232682,71.84606899999996,278.91879978659864,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q96,815.0,100.0,-4.752554700713205,-3.4001110754421306,138.06557855614787,77.99417439999993,302.0569070045684,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q97,815.0,100.0,-5.8204597558442845,-3.6815312050707876,150.3356099460052,84.27668479999998,325.44938741728834,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q15,815.0,100.0,-0.15218842411859645,-0.9375267560486467,61.78980041436371,26.249622,45.498086417171955,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q20,815.0,100.0,-0.10449387005587418,-0.7222652100373605,60.49739765824643,25.359520000000003,44.858115160129586,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q25,815.0,100.0,-0.07249833160834851,-0.5570776106582611,59.61469841440637,24.703207499999998,44.25720715877273,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q30,815.0,100.0,-0.05688488839420036,-0.4481901795452359,59.17917176530523,24.109485,43.629131988577114,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q35,815.0,100.0,-0.046142605289730465,-0.3652956799861433,58.877652146284724,23.749286249999997,43.856287051151874,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q40,815.0,100.0,-0.03333051685147659,-0.2947088648972329,58.51600472417781,23.47984,44.30373043548204,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q45,815.0,100.0,-0.021113318116687596,-0.24375367235400014,58.16905506704145,23.199444999999997,44.59013417781752,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q50,815.0,100.0,-0.011402762372224595,-0.20077634656840782,57.89180709988245,22.903690000000005,44.79887945365002,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q55,815.0,100.0,-0.002127410686042497,-0.16689169763388967,57.625739184381835,22.790462,45.73112176817985,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q60,815.0,100.0,0.004459859171649039,-0.16184216175632127,57.43603169404725,22.848094,48.55222230232231,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q75,815.0,100.0,0.04547598879903525,-0.39520762052461,56.24040861764786,26.999255,80.35990792347155,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q85,815.0,100.0,-0.3538092518078242,-1.0392076259971978,66.97824711607397,35.48634149999999,132.35253437036926,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q90,815.0,100.0,-1.3789290783237984,-1.8862978366111736,88.78626484951155,48.20883400000003,198.20671608852885,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q95,815.0,100.0,-4.146063812518661,-3.103186248893988,130.5847981969502,71.53373600000003,291.43051149790705,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q96,815.0,100.0,-5.432325230479112,-3.6806290979623437,145.99535421726134,82.40631599999989,331.24310081878417,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q97,815.0,100.0,-7.039216311658501,-4.255108565821971,163.21568641271136,94.27839219999996,372.29321467493384,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q15,815.0,100.0,-0.15721720507439074,-0.948447630227987,61.92449585865253,26.5171245,45.571819526219144,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q20,815.0,100.0,-0.12817890245913843,-0.7320652032805726,61.14261732343489,25.397799999999993,43.547852217339305,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q25,815.0,100.0,-0.09216631273254383,-0.5562188797286256,60.158836335960444,24.853557499999997,43.893173515611686,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q30,815.0,100.0,-0.06900850175052087,-0.42983038176803023,59.5176284865879,24.249694999999996,43.50089509998835,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q35,815.0,100.0,-0.054586334815443616,-0.349452524539865,59.114784177791556,23.917487500000004,43.721856086633856,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q40,815.0,100.0,-0.044949462595262224,-0.29804415914044236,58.84406710646367,23.562310000000007,43.66422819353712,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q45,815.0,100.0,-0.034282269029872525,-0.24934473671156265,58.54294669287582,23.199433,43.62447622424713,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q50,815.0,100.0,-0.019339355538703806,-0.20967149318903378,58.11850505390366,23.018982500000003,44.35942066412314,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q55,815.0,100.0,-0.00839897102758469,-0.16963434525825183,57.80577598477947,22.818895249999997,45.20812707084444,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q60,815.0,100.0,0.0009235373892951815,-0.1525183885288557,57.537952364674915,22.861414,47.02473298836994,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q75,815.0,100.0,0.03863208607485413,-0.36881629277471983,56.4416693543487,26.550352500000002,72.65875315542664,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q85,815.0,100.0,-0.24933393087527667,-0.9488023133060317,64.34196294300554,33.885585,123.75553226789874,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q90,815.0,100.0,-1.2338531955494076,-1.5948587204841336,86.03642435836817,44.62952200000002,177.30938068320668,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q95,815.0,100.0,-3.8494419450038366,-2.923079418380669,126.76545538002192,68.93448999999993,278.0319724964344,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q96,815.0,100.0,-4.643575200458426,-3.2825504830299614,136.75153088189566,75.83791959999999,303.1132763022936,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q97,815.0,100.0,-6.018811839114317,-3.9422304232174454,152.5059677800514,88.53040179999992,346.7082410740705,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q15,815.0,100.0,-0.1496274050262767,-0.9163777587779276,61.72109077992121,26.484140500000002,44.71635986954745,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q20,815.0,100.0,-0.12599849686140563,-0.6906519601562535,61.08350427799636,25.569599999999994,43.30179628317147,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q25,815.0,100.0,-0.10475491914772728,-0.5364332007321508,60.504546569658714,24.840995,42.7395630621701,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q30,815.0,100.0,-0.0877645552881241,-0.4315031601786852,60.037484875063875,24.258948199999995,42.34494458433464,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q35,815.0,100.0,-0.06337685752803557,-0.34581219325017165,59.3606490435162,23.854259999999996,42.83387097787833,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q40,815.0,100.0,-0.04923916935231265,-0.27473126052444896,58.96472617675757,23.398360000000004,42.43539769510748,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q45,815.0,100.0,-0.03610844215696751,-0.2202352244392729,58.594606868159914,23.071478,42.707605802491784,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q50,815.0,100.0,-0.023809724515378328,-0.16778423968455303,58.24580658965931,22.73162,43.01246128471807,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q55,815.0,100.0,-0.010968354470685338,-0.12045029398299345,57.879373200966846,22.406535999999996,43.527373265510306,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q60,815.0,100.0,-2.0516814902338254e-05,-0.09621276833563641,57.5651305247378,22.308521,44.77952070490632,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q75,815.0,100.0,-0.011931337326412494,-0.2503337475107814,57.90693270732466,25.151737500000003,62.235358087599245,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q85,815.0,100.0,0.02987118727977489,-0.5328263906030806,56.69826118950982,29.747498500000003,92.26132681890128,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q90,815.0,100.0,-0.7894094136750007,-1.3942230147747354,77.00339930610014,42.34231100000001,153.20809787810322,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q95,815.0,100.0,-4.216454715373368,-3.105818040631296,131.47487282476294,72.35916799999997,282.40292265234393,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q96,815.0,100.0,-5.207853513576499,-3.5799274173281095,143.42530060027622,81.65171399999997,315.69460295605995,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q97,815.0,100.0,-6.625722589291875,-4.339988697244732,158.9628131266049,95.64382300000007,364.83598201784423,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q15,815.0,100.0,-0.16383433508441048,-0.9574652662283034,62.10128995450216,26.789333000000003,45.52351721097975,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q20,815.0,100.0,-0.13759821269409556,-0.7426580471141404,61.39733054400655,25.825510000000005,43.832526733461286,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q25,815.0,100.0,-0.11258292439746764,-0.5696491791985954,60.718527903829525,25.063747500000005,42.96127518045267,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q30,815.0,100.0,-0.0943277922199881,-0.445021290077364,60.218336348444566,24.408671999999996,42.12751505436222,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q35,815.0,100.0,-0.08241957492045682,-0.3545743881635308,59.88979926110644,23.810202499999995,41.44083095794158,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q40,815.0,100.0,-0.05950242178104603,-0.2828482921741198,59.25240947917308,23.384593999999996,41.660824764616486,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q45,815.0,100.0,-0.04494085382699331,-0.1989090729813734,58.8438247138891,22.878713749999996,41.26754613705588,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q50,815.0,100.0,-0.031211486785753806,-0.1367397888186197,58.455975137223994,22.455494999999996,41.40770469670106,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q55,815.0,100.0,-0.016667299628840837,-0.08593559180995469,58.04228029161178,22.060505499999994,41.88655116190061,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q60,815.0,100.0,-0.004595581416450445,-0.05332724338353123,57.696659654756445,21.844651999999993,42.737601062697806,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q75,815.0,100.0,0.02129623214518639,-0.0682137390704256,56.94828748283392,23.01549,53.33507295428337,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q85,815.0,100.0,0.018330487822279196,-0.44422352011268873,57.034506781439546,29.103684499999975,85.21802276167759,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q90,815.0,100.0,-0.08987173372658575,-0.8985489316248796,60.09560797016536,35.36782400000002,114.47263710161808,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q95,815.0,100.0,-2.4311245950099343,-2.824182245690385,106.62849589590245,64.78000499999995,242.45708381947674,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q96,815.0,100.0,-4.225629606799219,-3.57156409132003,131.5904434381571,79.03709400000007,297.70499794749077,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q97,815.0,100.0,-6.252986882100914,-4.596284933152888,155.02919238202284,98.7341349999999,366.00301137614065,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q15,815.0,100.0,-0.2033844659363031,-1.0326399088526008,63.14765667817017,26.976779999999998,44.51328794044235,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q20,815.0,100.0,-0.17573972079112088,-0.7842766519427427,62.41811282047863,25.812350000000002,42.35244832818782,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q25,815.0,100.0,-0.1410511507333123,-0.574034700277275,61.490439230496435,24.8959825,40.9947980960041,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q30,815.0,100.0,-0.11726364636927311,-0.4371903441972569,60.84611760921974,24.128809999999998,39.870211964238194,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q35,815.0,100.0,-0.09595688561698124,-0.3125931075311208,60.263142306882045,23.418597500000004,39.122018946022614,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q40,815.0,100.0,-0.07635522767027081,-0.2185703838694495,59.72179478199228,22.840083999999997,38.640535669773726,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q45,815.0,100.0,-0.062272397066205354,-0.15419178644731346,59.32981400988987,22.3589325,38.55011222522035,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q50,815.0,100.0,-0.040866668669282014,-0.0994200295913632,58.72899774640718,22.043594999999996,39.37106782242672,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q55,815.0,100.0,-0.02393570340767659,-0.03062783857848972,58.2493900272394,21.458186249999997,39.28836458986446,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q60,815.0,100.0,-0.011830637011803091,0.002702113353385327,57.90405138958845,21.220560999999996,40.429729488239765,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q75,815.0,100.0,0.025230983595465606,0.001934797725368198,56.83369559278303,21.819292500000003,49.24403486819418,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q85,815.0,100.0,0.020573663764046013,-0.30004345017404677,56.96930581394532,26.83642449999999,73.3715359800055,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q90,815.0,100.0,-0.043965424888437576,-0.8044598226369393,58.816353603702794,34.30191600000002,107.61636875334185,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q95,815.0,100.0,-0.8620398776039149,-2.215187467438986,78.55060374830032,54.67082499999996,194.07304639832304,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q96,815.0,100.0,-2.3367893096538603,-3.3027768688094525,105.1524585583636,71.59119399999992,267.8707102183448,
literature_2019_2020,D,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q97,815.0,100.0,-4.8007419955103865,-4.409812505999914,138.64263802001145,91.55506799999985,349.5603532248441,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q15,815.0,100.0,-0.18929893136493536,-0.8255504318680098,62.77699930975915,26.162635,42.247959191853134,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q20,815.0,100.0,-0.16760317003792058,-0.6297975390501216,62.20175972550938,25.052729999999997,39.83254031175946,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q25,815.0,100.0,-0.14268221259447755,-0.4368766291335635,61.53437192120759,23.900594999999996,37.693093240793544,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q30,815.0,100.0,-0.12899413791756786,-0.34372230150454053,61.164704524341495,23.21013,36.42901594956876,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q35,815.0,100.0,-0.11415339710624828,-0.25451522355263423,60.761366582311176,22.518469999999994,35.32942432275577,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q40,815.0,100.0,-0.10328038915221471,-0.19525463287838707,60.46415500567257,22.00747,34.66592152445702,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q45,815.0,100.0,-0.09025084681210216,-0.13192668937181762,60.106059223155704,21.440775,34.267554646094474,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q50,815.0,100.0,-0.07277790004984364,-0.060933758754182055,59.622467798221834,20.941870000000005,34.38216597708355,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q55,815.0,100.0,-0.058739080399944577,-0.014231069293655585,59.231060794738426,20.71183,35.29250261686442,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q60,815.0,100.0,-0.04686633081340985,0.014876628836412054,58.8980145195914,20.646270000000005,36.64412153529684,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q75,815.0,100.0,-0.007283543702907291,0.014558478513117534,57.77379658763997,21.453870000000006,46.720096010021166,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q85,815.0,100.0,-0.05037702173952563,-0.3465056916873428,58.996689801632094,27.355050000000002,73.0411113402654,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q90,815.0,100.0,-0.12289575258770413,-0.6522514455388242,60.99928692058621,32.40736,92.32377083983238,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q95,815.0,100.0,-0.8311778926880478,-2.1624413337789172,77.89692370227142,56.7008649999999,175.80744354723075,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q96,815.0,100.0,-1.2062854525400835,-3.093692069414068,85.5038931315364,71.40848199999998,226.61044303464712,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid2_Q97,815.0,100.0,-1.754111613378659,-4.03742372942604,95.53132621213564,85.85793499999981,276.40532875126854,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid3_Q15,815.0,100.0,-0.17113830355166093,-0.7473878591342149,62.295852197176806,25.906995000000002,42.254755668814795,
literature_2019_2020,D,spatial_quantile_baseline,grid_spatial_quantile,Grid3_Q20,815.0,100.0,-0.12689963954103822,-0.4706832909172054,61.107942118762274,24.222309999999997,39.50613352365703,
