feature_set,protocol,target,method,model,n_train,n_test,n_features,r2,r2_log1p,rmse,mae,mape
external_geo_terrain,temporal_2022_2026,A,external_geo_terrain,HistGBR_raw,938,34,128,0.3634294531088791,0.2249365254809876,15.323245582654698,7.51786280129809,54.1097955432005
external_geo_terrain,temporal_2022_2026,B,external_geo_terrain,LightGBM,938,34,128,0.3662322650316741,0.1800680590606849,1.6372524987761534,0.7867080095399386,338.60984387140985
external_geo_terrain,temporal_2022_2026,C,external_geo_terrain,XGBoost,938,34,128,0.013859049900205,-0.1316180589868172,33.78318730400613,21.167601070628447,57.07191873576738
external_geo_terrain,temporal_2022_2026,D,external_geo_terrain,LightGBM,938,34,128,0.2949458819074648,0.4786555311094845,42.3178275007195,15.563450195495069,27.235250534585205
external_geo_terrain,temporal_2022_2026,E,external_geo_terrain,HistGBR_raw,938,34,128,0.6366777251281004,0.3377811214656701,14.667996240763236,8.751841565850977,26.94560675418709
external_geo_terrain,temporal_2022_2026,F,external_geo_terrain,LightGBM,938,34,128,0.0444676855980101,-0.664521759517255,78.63396327441826,50.61238781343675,38.13758142958329
external_geo_terrain,temporal_2022_2026,G,external_geo_terrain,XGBoost,938,34,128,-0.1909243931501394,-0.2599887847677993,29.94384713364253,21.704165943818936,41.62168009666479
external_geo_terrain,temporal_2022_2026,H,external_geo_terrain,LightGBM_raw,938,34,128,0.0281854424888606,0.0315251056843138,0.2324544003417932,0.1299926991429973,275.6671692608325
