protocol,target,method,model,status,n_train,n_test,n_features,r2,r2_log1p,rmse,mae,mape
temporal_2022_2026,E,pure_temporal_baseline,LinearAnnualTrend,ok,938,34,1,-0.012734510949966138,-0.01725693972236564,24.48908634251694,12.302398125225823,31.634902893606725
temporal_2022_2026,E,pure_temporal_baseline,ARIMAAnnualMean,ok,938,34,1,-0.09206142399554085,-0.04649544761115876,25.430114216775046,11.252230378821928,24.51400264152694
temporal_2022_2026,E,pure_temporal_baseline,LSTMAnnualMean,ok,938,34,1,-0.116753681365942,-0.11432902380877064,25.716003369432926,12.728499649687162,29.891308388466243
temporal_2022_2026,E,zone_temporal_baseline,ZoneLinearTrend,ok,938,34,2,-0.01397426648425304,0.027230873986496706,24.504071115973204,11.576354088701033,27.81358153653062
temporal_2022_2026,E,zone_temporal_baseline,ZoneLastAnnualMean,ok,938,34,2,-0.24025547864302332,-0.4097463917979234,27.100690390128342,12.669624040920716,28.160141522807137
temporal_2022_2026,E,hybrid_spatiotemporal_sequence,ElasticNet,ok,938,34,54,0.31178229888602704,0.31213911694528207,20.187739726322167,9.797953010791977,23.045062539593257
temporal_2022_2026,E,hybrid_spatiotemporal_sequence,HistGBR,ok,938,34,54,0.17394766212483725,0.18435877619496344,22.117119269201567,10.744127474552469,25.38086038328356
temporal_2022_2026,E,hybrid_spatiotemporal_sequence,LightGBM,ok,938,34,54,0.3845840402154145,0.2699257171971896,19.0901418292995,9.70612039570695,23.745840397883164
temporal_2022_2026,E,hybrid_spatiotemporal_sequence,XGBoost,ok,938,34,54,0.190428238277627,0.14686301730171625,21.895378305129455,10.900003177418427,26.74430492061859
temporal_2022_2026,F,pure_temporal_baseline,LastAnnualMean,ok,938,34,1,-19.567739993545878,-10.591691348687236,364.8217840168258,355.84249488491054,425.1716017151738
temporal_2022_2026,F,pure_temporal_baseline,LinearAnnualTrend,ok,938,34,1,-0.4143702667478626,-1.160891391695913,95.66851548407935,86.28654552611395,94.6925466085262
temporal_2022_2026,F,pure_temporal_baseline,ARIMAAnnualMean,ok,938,34,1,-6.7111033868447985,-5.954609825297159,223.3807470310941,212.81196692874593,257.4380603990596
temporal_2022_2026,F,pure_temporal_baseline,LSTMAnnualMean,ok,938,34,1,-0.8760430796427952,-6.3605275673189325,110.18155046225746,83.73090991311518,76.22073628259464
temporal_2022_2026,F,zone_temporal_baseline,ZoneLinearTrend,ok,938,34,2,-2.163015716522296,-2.028836203447935,143.06656531665087,99.04765919165443,101.22471537866159
temporal_2022_2026,F,zone_temporal_baseline,ZoneLastAnnualMean,ok,938,34,2,-61.83061247554127,-8.754354241820726,637.6364315062486,314.5887945439045,359.4406504568632
temporal_2022_2026,F,hybrid_spatiotemporal_sequence,ElasticNet,ok,938,34,54,-1.6544600759123975,-26.66149033367629,131.06163300004678,104.39650447595155,90.15051910614088
temporal_2022_2026,F,hybrid_spatiotemporal_sequence,HistGBR,ok,938,34,54,-0.20844835841241882,-0.8708334929139152,88.43038667334811,53.779711008594134,42.12176494904698
temporal_2022_2026,F,hybrid_spatiotemporal_sequence,LightGBM,ok,938,34,54,-0.02501905007449645,-0.8669545000658592,81.44294029886683,52.37403804861725,41.026248111814446
temporal_2022_2026,F,hybrid_spatiotemporal_sequence,XGBoost,ok,938,34,54,-0.24755263921979465,-1.7515771724133757,89.8497588087273,57.660432319192324,44.27128467313292
temporal_2022_2026,G,pure_temporal_baseline,LastAnnualMean,ok,938,34,1,-0.39616683097805727,-0.5508434445229453,32.42157881963648,26.101437340153456,51.07527009287956
temporal_2022_2026,G,pure_temporal_baseline,LinearAnnualTrend,ok,938,34,1,-5.587177774699176,-3.515092909510833,70.42310893744721,68.2770892527686,124.75629043000423
temporal_2022_2026,G,pure_temporal_baseline,ARIMAAnnualMean,ok,938,34,1,-0.5746219478408479,-0.717469316090825,34.43131835234597,28.886277702047746,56.35193087068063
temporal_2022_2026,G,pure_temporal_baseline,LSTMAnnualMean,ok,938,34,1,-9.809881221590551,-4.71659276530445,90.21442025933345,78.81383413957357,148.79182224992653
temporal_2022_2026,G,zone_temporal_baseline,ZoneLinearTrend,ok,938,34,2,-2.560740708134261,-2.9084655350032644,51.776856095401165,44.97433679090472,85.1976314358771
temporal_2022_2026,G,zone_temporal_baseline,ZoneLastAnnualMean,ok,938,34,2,-3.076613048504173,-1.343332269397878,55.4006993041698,31.653885976129587,65.34800852312034
temporal_2022_2026,G,hybrid_spatiotemporal_sequence,ElasticNet,ok,938,34,54,-0.6082788296158466,-0.579610375496483,34.79735022284459,26.579417565840732,50.8233189861337
