cutoff_year,feature_set,target,model,status,n_train,n_test,test_year_min,test_year_max,n_features,r2,r2_log1p,rmse,mae,mape
2021,external,F,ExtraTrees,ok,915,57,2021,2026,128,-0.03236404411931937,-0.2854684589976513,975.8176693369412,208.74145738992053,59.26305391833121
2021,external,F,HistGBR,ok,915,57,2021,2026,128,-0.0261071610700514,-0.4185853375429054,972.8560899026156,213.26657755868857,65.80394879453549
2021,external,F,ElasticNet,ok,915,57,2021,2026,128,-0.033887273476578494,-0.46816180845317135,976.5373022265115,210.82642880406297,62.022207802306085
2021,external,F,XGBoost,ok,915,57,2021,2026,128,-0.03128546047499037,-0.38920496577182817,975.3077832976016,211.26370185878818,61.78168290444059
2021,external,F,LightGBM,ok,915,57,2021,2026,128,-0.029203713372235374,-0.350509296784731,974.3229105946361,210.57512438263353,61.75995980420367
2021,external,F,CatBoost,ok,915,57,2021,2026,128,-0.03707198801104017,-0.37603196260345295,978.040174613985,209.19814361866256,56.83215090459062
2021,external,G,ExtraTrees,ok,915,57,2021,2026,128,-12.318421381331385,-1.8848418332331858,144.2829082493255,60.0545167517244,92.69679474269718
2021,external,G,HistGBR,ok,915,57,2021,2026,128,-16.44754362940192,-2.31370837257388,165.14128454583482,67.40299718180013,103.3374558903744
2021,external,G,ElasticNet,ok,915,57,2021,2026,128,-61.673350790314494,-2.0774672816513093,312.98964478466144,75.4036979959854,133.65292869019504
2021,external,G,XGBoost,ok,915,57,2021,2026,128,-13.047955914112439,-1.724239986762587,148.18187294277269,56.61418876995957,89.35848988167693
2021,external,G,LightGBM,ok,915,57,2021,2026,128,-8.480054955305052,-1.7067371127365827,121.72896778475902,55.6919320640898,84.32328140832186
2021,external,G,CatBoost,ok,915,57,2021,2026,128,-5.496358249784961,-1.1950047667114214,100.76819867666015,45.480937505719666,72.19755196500391
2021,external,H,ExtraTrees,ok,915,57,2021,2026,128,0.03528318282635179,0.07456780435261601,0.7812739992312515,0.2121570554371978,186.02579620393462
2021,external,H,HistGBR,ok,915,57,2021,2026,128,0.08377593582523435,0.16724933706002876,0.7613849598458095,0.19943216490232046,154.69896727471306
2021,external,H,ElasticNet,ok,915,57,2021,2026,128,-0.015204085519730626,-0.06300452628945141,0.8014568128430603,0.21961758405667678,203.59789049150407
2021,external,H,XGBoost,ok,915,57,2021,2026,128,-0.010441632362273356,-0.036300580852770326,0.7995747343984491,0.2158896622710061,180.7692255003202
2021,external,H,LightGBM,ok,915,57,2021,2026,128,0.0584941003733771,0.12223988877735259,0.771818118484884,0.2014608410981946,155.51968588347702
2021,external,H,CatBoost,ok,915,57,2021,2026,128,0.025418094747627018,0.06928865187569666,0.7852584499988814,0.20091588230804283,162.8101533564416
2022,external,A,ExtraTrees,ok,938,34,2022,2026,128,0.06319633703365324,0.13268098311406196,18.588818275392015,7.4745366277444365,48.24720358983745
2022,external,A,HistGBR,ok,938,34,2022,2026,128,0.22596567228565434,0.26482968189834577,16.896922125733212,6.891527132521372,45.9045490661058
2022,external,A,ElasticNet,ok,938,34,2022,2026,128,0.11411275004294164,0.15153437333453668,18.076598719354248,7.5097282386016095,53.799186940071145
2022,external,A,XGBoost,ok,938,34,2022,2026,128,0.14394492003352366,0.22242720604303323,17.76962840693327,7.067153441934023,45.2038681218697
2022,external,A,LightGBM,ok,938,34,2022,2026,128,0.12942942628643572,0.08892606826791971,17.919648368228504,7.242675872200097,50.534755268870335
2022,external,A,CatBoost,ok,938,34,2022,2026,128,0.12916670725147328,0.246122409232429,17.922352041969507,6.740106044993315,42.90579673385829
2022,external,B,ExtraTrees,ok,938,34,2022,2026,128,0.25899214259052294,0.18888286418340605,1.770361700884777,0.8747532608807341,334.46007088650884
2022,external,B,HistGBR,ok,938,34,2022,2026,128,0.1642113467079861,0.10277056071803281,1.880177428036779,0.8616336141576189,365.19098380408843
2022,external,B,ElasticNet,ok,938,34,2022,2026,128,0.15398547734806545,0.12101641923201689,1.891644439966187,0.8902361705839176,346.8462794563465
2022,external,B,XGBoost,ok,938,34,2022,2026,128,0.16124350320449732,0.031171179100588864,1.8835126776119582,0.9162467248790404,366.6991132823084
2022,external,B,LightGBM,ok,938,34,2022,2026,128,0.36623226503167416,0.1800680590606849,1.6372524987761534,0.7867080095399386,338.60984387140985
2022,external,B,CatBoost,ok,938,34,2022,2026,128,0.2189871842290554,0.16436782665655392,1.8175220120967255,0.875383133431923,322.3259802109829
2022,external,C,ExtraTrees,ok,938,34,2022,2026,128,-0.002504524585102086,-0.18460596063344714,34.06232551885718,22.03332719910607,60.740274365877376
2022,external,C,HistGBR,ok,938,34,2022,2026,128,-0.08132059957682714,-0.32830554666690626,35.37597045883402,24.699337706031855,69.48089758473901
2022,external,C,ElasticNet,ok,938,34,2022,2026,128,-0.16213241342353224,-0.5565718758819189,36.67405496120137,27.64853028063734,81.1336333893288
2022,external,C,XGBoost,ok,938,34,2022,2026,128,0.013859049900205034,-0.13161805898681722,33.78318730400613,21.167601070628447,57.07191873576738
2022,external,C,LightGBM,ok,938,34,2022,2026,128,-0.03768039959018621,-0.22802401732876598,34.65476283856972,24.276174136747006,66.66684448485762
2022,external,C,CatBoost,ok,938,34,2022,2026,128,-0.02887609756905163,-0.2688040679512289,34.507433783814605,23.315646324885016,65.5832993413241
2022,external,D,ExtraTrees,ok,938,34,2022,2026,128,0.27800610160131767,0.478123620371952,42.82317866394166,15.003811516363465,26.29712973296683
2022,external,D,HistGBR,ok,938,34,2022,2026,128,0.2838036997346428,0.4439217601750156,42.65089743239916,15.659279626437812,27.538981537775975
2022,external,D,ElasticNet,ok,938,34,2022,2026,128,0.16494454173823436,0.3368680722421219,46.05425875288967,16.447944712420703,28.287876100461794
2022,external,D,XGBoost,ok,938,34,2022,2026,128,0.1314862516186709,0.4300382344465158,46.967828973639534,17.428543625326718,27.293402622565168
2022,external,D,LightGBM,ok,938,34,2022,2026,128,0.29494588190746485,0.47865553110948456,42.3178275007195,15.563450195495069,27.235250534585205
2022,external,D,CatBoost,ok,938,34,2022,2026,128,0.21604386077354942,0.4311371203636347,44.62292349020832,14.796919818341479,25.375768519476484
2022,external,E,ExtraTrees,ok,938,34,2022,2026,128,0.48417941579727053,0.2293814053772466,17.477290787351116,9.134318352573846,24.318032873206462
2022,external,E,HistGBR,ok,938,34,2022,2026,128,0.3619729610641995,0.16793099935672928,19.437675144588525,10.860339869014089,27.685230561100262
2022,external,E,ElasticNet,ok,938,34,2022,2026,128,0.4458926835564557,0.3368781480005423,18.114306835245987,9.114812689594558,22.40614135932648
2022,external,E,XGBoost,ok,938,34,2022,2026,128,0.5515454094169003,0.3225755323056232,16.29611251693217,8.515826890833235,23.30314760163924
2022,external,E,LightGBM,ok,938,34,2022,2026,128,0.49957657958806734,0.2945496400005285,17.214467420722535,9.405241539434076,24.400688920157858
2022,external,E,CatBoost,ok,938,34,2022,2026,128,0.5560682679082553,0.3248271020526662,16.213727597451566,7.886879426709007,22.101687479518226
2022,external,F,ExtraTrees,ok,938,34,2022,2026,128,0.001236942487062631,-0.6991158642988533,80.39308805488251,50.47385003656391,37.8209209551235
2022,external,F,HistGBR,ok,938,34,2022,2026,128,-0.17449108310985784,-0.9406253145165555,87.17909130891437,55.531268813476544,42.46580796348035
2022,external,F,ElasticNet,ok,938,34,2022,2026,128,-0.1298752647935295,-1.5931482779226847,85.50720811562135,55.21812340696783,41.85755342185138
2022,external,F,XGBoost,ok,938,34,2022,2026,128,-0.0669501133297925,-0.8205113928031444,83.09206131844276,52.72327915146771,39.58996753668021
2022,external,F,LightGBM,ok,938,34,2022,2026,128,0.044467685598010176,-0.664521759517255,78.63396327441826,50.61238781343675,38.13758142958329
2022,external,F,CatBoost,ok,938,34,2022,2026,128,-0.04594305222302664,-0.834696291122131,82.26999969538656,50.700570822554276,36.93815991856741
2022,external,G,ExtraTrees,ok,938,34,2022,2026,128,-0.49043799954640743,-0.40867271925017334,33.498276184893676,24.481629719440644,45.559409046878606
2022,external,G,HistGBR,ok,938,34,2022,2026,128,-0.8975612763152563,-0.5544824068324046,37.7975287581933,26.875729220376087,48.45024411479933
2022,external,G,ElasticNet,ok,938,34,2022,2026,128,-0.956639049132608,-0.6448234727925579,38.381404231345826,26.797406470567672,51.08236806219117
2022,external,G,XGBoost,ok,938,34,2022,2026,128,-0.19092439315013943,-0.2599887847677993,29.943847133642535,21.704165943818936,41.62168009666479
2022,external,G,LightGBM,ok,938,34,2022,2026,128,-0.6376203426963534,-0.3908474289091275,35.11333774476401,25.804921540928238,46.54340557004319
2022,external,G,CatBoost,ok,938,34,2022,2026,128,-0.27232257353442146,-0.33965964842775165,30.95024689757266,23.33799912152024,44.67124962445936
2022,external,H,ExtraTrees,ok,938,34,2022,2026,128,0.0012180890210227169,0.009886355264398516,0.2356575757275596,0.11750147437047442,223.21731650249737
2022,external,H,HistGBR,ok,938,34,2022,2026,128,-0.0320579755507171,-0.028066911236765746,0.2395510720268274,0.11050892714154814,198.14174917603918
2022,external,H,ElasticNet,ok,938,34,2022,2026,128,-0.3119446451433918,-0.4071943033409948,0.2700870909423795,0.15272564981449294,278.42410170699094
2022,external,H,XGBoost,ok,938,34,2022,2026,128,-0.0918409290250708,-0.05391913017328265,0.24639151999899433,0.120187262214282,193.37068799436793
2022,external,H,LightGBM,ok,938,34,2022,2026,128,0.025199169788019726,0.05712045971048485,0.23281127901004872,0.10475791819353243,167.86470364507662
